INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,PARENT1_INDEX,MSTATUS_INDEX,CAR_USE_INDEX,REVOKED_INDEX,URBANICITY_INDEX,EDUCATION_INDEX,JOB_INDEX,CAR_TYPE_INDEX,HOME_VAL_BIN,CAR_AGE_BIN,HOMEKIDS_BIN,KIDSDRIV_BIN,JOB_BIN,EDUCATION_BIN,logINCOME,logMVR_PTS,logBLUEBOOK,logCLM_FREQ,logAGE,logTRAVTIME
97,0,0.0,0,54.0,0,13.147485677621056,71007.0,No,240833.0,Yes,M,Bachelors,Manager,61,Private,14000.0,6,Minivan,no,0.0,0,No,0,11.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,1,1,1,0,0,1,1,11.17054782573232,0.0,9.546812608597396,0.0,3.9889840465642745,4.110873864173311
99,1,2425.0,0,53.0,0,6.0,38036.0,No,153381.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13140.0,1,z_SUV,no,0.0,0,No,4,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,0,1,0,0,0,0,0,10.546314649196058,1.6094379124341003,9.483416292038601,0.0,3.970291913552122,3.4657359027997265
100,0,0.0,0,53.0,0,13.0,41199.0,No,150933.0,z_No,z_F,Bachelors,Manager,21,Private,15360.0,1,z_SUV,no,0.0,0,No,0,8.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,0,1,1,0,0,1,1,10.626193535337618,0.0,9.639522006701663,0.0,3.970291913552122,3.044522437723423
101,0,0.0,0,29.0,1,10.0,38042.0,Yes,202967.0,z_No,M,z_High School,Professional,15,Private,15160.0,6,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban,1,0,0,0,0,1,4.0,1,1,0,1,0,1,0,10.54647237790301,0.0,9.626415659196363,0.0,3.367295829986474,2.70805020110221
102,0,0.0,0,58.0,0,11.0,91223.0,No,0.0,z_No,M,Masters,Lawyer,23,Private,10620.0,6,Pickup,no,0.0,0,No,0,12.799369938540842,Highly Urban/ Urban,0,0,0,0,0,3,6.0,2,0,1,0,0,1,1,11.421073299337195,0.0,9.27049429479593,0.0,4.060443010546419,3.1354942159291497
103,0,0.0,0,55.0,0,7.0,45787.0,No,173196.0,Yes,z_F,Masters,Lawyer,5,Private,19380.0,6,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,1,0,0,1,1,10.731777327038367,0.0,9.871996885444757,0.0,4.007333185232471,1.6094379124341003
104,0,0.0,0,55.0,0,11.118280141881598,84964.0,No,227091.0,Yes,M,Bachelors,z_Blue Collar,21,Commercial,5760.0,1,Pickup,yes,969.0,2,No,6,11.0,Highly Urban/ Urban,0,1,1,0,0,2,2.0,2,1,1,0,0,0,1,11.349994685968205,1.9459101490553132,8.658692753689937,1.0986122886681098,4.007333185232471,3.044522437723423
105,0,0.0,0,56.0,0,8.0,38240.0,No,190675.0,Yes,z_F,z_High School,Clerical,28,Private,16220.0,4,z_SUV,no,0.0,0,No,0,5.629794486558543,z_Highly Rural/ Rural,0,1,0,0,1,1,3.0,0,1,1,0,0,0,0,10.551663517451031,0.0,9.694000327669404,0.0,4.02535169073515,3.332204510175204
108,0,0.0,0,34.0,0,11.0,51565.0,No,0.0,z_No,M,Masters,Lawyer,36,Private,18110.0,1,Van,yes,759.0,2,No,3,15.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,4,0,1,0,0,1,1,10.850617819561254,1.3862943611198906,9.804219550877459,1.0986122886681098,3.5263605246161616,3.58351893845611
109,1,5711.0,0,34.0,3,0.0,0.0,No,66358.0,Yes,z_F,z_High School,Home Maker,25,Private,11740.0,9,z_SUV,no,1800.0,2,No,2,1.0,Highly Urban/ Urban,0,1,0,0,0,1,1.0,0,1,0,1,0,0,0,0.0,1.0986122886681098,9.370757093382087,1.0986122886681098,3.5263605246161616,3.2188758248682006
110,0,0.0,0,36.0,0,11.0,105384.0,No,267509.0,Yes,M,Masters,Professional,24,Private,13800.0,7,Minivan,yes,31695.0,3,Yes,4,17.0,Highly Urban/ Urban,0,1,0,1,0,3,4.0,1,1,1,0,0,1,1,11.565375589971147,1.6094379124341003,9.532423871145296,1.3862943611198906,3.58351893845611,3.1780538303479458
111,1,13105.327626,0,41.0,0,10.0,66265.0,No,159276.0,Yes,M,Masters,Lawyer,59,Private,12230.0,4,Minivan,yes,0.0,0,No,1,9.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,1,0,0,1,1,11.101432224123721,0.6931471805599453,9.411647228681218,0.0,3.713572066704308,4.07753744390572
112,1,4061.0,0,46.0,0,7.0,85837.3530300442,No,0.0,z_No,M,Masters,Not Specified,17,Commercial,23350.0,13,Panel Truck,yes,4678.0,3,No,6,17.0,Highly Urban/ Urban,0,0,1,0,0,3,8.0,5,0,1,0,0,1,1,11.360221190611245,1.9459101490553132,10.058352263097044,1.3862943611198906,3.828641396489095,2.833213344056216
114,0,0.0,0,42.0,0,9.0,76226.0,No,217920.0,Yes,M,Bachelors,z_Blue Collar,18,Commercial,23390.0,13,Panel Truck,yes,0.0,0,No,0,14.0,Highly Urban/ Urban,0,1,1,0,0,2,2.0,5,1,1,0,0,0,1,11.241471009623098,0.0,10.060063859578225,0.0,3.7376696182833684,2.8903717578961645
115,0,0.0,1,38.0,3,16.0,7528.0,No,113809.0,Yes,M,<High School,Clerical,26,Private,8080.0,1,Pickup,yes,0.0,0,No,0,8.0,z_Highly Rural/ Rural,0,1,0,0,1,0,3.0,2,1,1,1,1,0,0,8.926517509850122,0.0,8.997147151515142,0.0,3.6375861597263857,3.258096538021482
116,1,7838.0,0,33.0,4,0.0,0.0,Yes,0.0,z_No,M,z_High School,Student,14,Commercial,15090.0,1,Minivan,yes,1631.0,1,No,2,5.0,Highly Urban/ Urban,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,0.0,1.0986122886681098,9.621787551761894,0.6931471805599453,3.4965075614664802,2.6390573296152584
117,1,3660.0,0,37.0,0,0.0,26287.369989899496,No,73890.0,Yes,z_F,Bachelors,Student,48,Commercial,12850.0,7,z_SUV,no,0.0,0,No,3,6.0,Highly Urban/ Urban,0,1,1,0,0,2,0.0,0,1,1,0,0,0,1,10.176881914656835,1.3862943611198906,9.461099090323366,0.0,3.6109179126442243,3.871201010907891
118,0,0.0,1,42.0,1,9.0,32797.0,No,160661.0,Yes,z_F,Masters,Lawyer,63,Private,21690.0,1,Minivan,no,0.0,0,No,2,14.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,1,1,1,1,1,10.39812281690339,1.0986122886681098,9.98460660382092,0.0,3.7376696182833684,4.143134726391533
119,1,5125.0,0,47.0,0,11.0,44705.0,No,217885.0,Yes,z_F,Bachelors,Professional,50,Private,12840.0,1,z_SUV,no,1533.0,2,No,0,10.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,0,1,1,0,0,1,1,10.707862999781783,0.0,9.460320577243952,1.0986122886681098,3.8501476017100584,3.912023005428146
121,0,0.0,0,52.0,0,9.0,68992.0,No,216986.0,z_No,z_F,Bachelors,z_Blue Collar,36,Commercial,15120.0,1,Minivan,no,0.0,0,No,3,10.0,z_Highly Rural/ Rural,0,0,1,0,1,2,2.0,1,1,1,0,0,0,1,11.141760329157709,1.3862943611198906,9.623773649733524,0.0,3.9512437185814275,3.58351893845611
122,0,0.0,0,43.0,0,11.0,132561.0,No,314433.0,z_No,M,Masters,Professional,8,Commercial,30150.0,16,Panel Truck,no,12294.0,1,No,0,1.0,Highly Urban/ Urban,0,0,1,0,0,3,4.0,5,1,0,0,0,1,1,11.794805739494173,0.0,10.313940202155331,0.6931471805599453,3.7612001156935624,2.0794415416798357
124,0,0.0,0,66.0,1,17.0,96830.0,No,325826.0,Yes,M,Masters,Professional,23,Private,11180.0,7,z_SUV,no,0.0,0,No,0,16.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,0,1,1,1,0,1,1,11.480722469930129,0.0,9.32188174670909,0.0,4.189654742026425,3.1354942159291497
127,1,2143.0,0,52.0,0,7.0,64014.0,No,244863.0,Yes,M,<High School,z_Blue Collar,33,Commercial,7900.0,4,Pickup,yes,8882.0,3,No,1,5.0,Highly Urban/ Urban,0,1,1,0,0,0,2.0,2,1,1,0,0,0,0,11.066872709880279,0.6931471805599453,8.974618038455112,1.3862943611198906,3.9512437185814275,3.4965075614664802
130,0,0.0,1,38.0,1,7.0,6788.6817929871795,No,0.0,Yes,z_F,z_High School,Student,40,Private,7050.0,4,Sports Car,no,0.0,0,No,0,10.0,z_Highly Rural/ Rural,0,1,0,0,1,1,0.0,3,0,1,1,1,0,0,8.823159355387897,0.0,8.860782895806315,0.0,3.6375861597263857,3.6888794541139363
132,0,0.0,0,47.0,0,14.0,103886.60028810959,No,276241.0,Yes,M,Bachelors,Manager,48,Private,21320.0,1,Van,yes,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,4,1,1,0,0,1,1,11.551064827213814,0.0,9.967400878279781,0.0,3.8501476017100584,3.871201010907891
133,0,0.0,0,37.0,0,12.0,123520.0,No,383731.0,Yes,M,Bachelors,z_Blue Collar,14,Commercial,17550.0,1,Van,no,0.0,0,No,0,8.28445631367105,Highly Urban/ Urban,0,1,1,0,0,2,2.0,4,1,1,0,0,0,1,11.724166461080754,0.0,9.772809228894012,0.0,3.6109179126442243,2.6390573296152584
134,0,0.0,0,47.0,0,13.0,45257.0,No,160051.0,Yes,M,Bachelors,Clerical,33,Commercial,29210.0,6,Panel Truck,yes,0.0,0,No,0,8.826470947203738,Highly Urban/ Urban,0,1,1,0,0,2,3.0,5,1,1,0,0,0,1,10.720134729081686,0.0,10.282266395381786,0.0,3.8501476017100584,3.4965075614664802
136,0,0.0,1,61.0,2,17.0,41857.0,No,169015.0,Yes,z_F,Masters,Manager,35,Private,20870.0,1,Sports Car,no,0.0,0,No,0,21.0,Highly Urban/ Urban,0,1,0,0,0,3,7.0,3,1,1,1,1,1,1,10.642038216549922,0.0,9.946068000071246,0.0,4.110873864173311,3.5553480614894135
137,1,2114.0,0,41.0,1,8.0,126468.0,Yes,0.0,z_No,z_F,Masters,Manager,34,Commercial,32690.0,3,Pickup,no,0.0,0,No,2,18.0,Highly Urban/ Urban,1,0,1,0,0,3,7.0,2,0,1,1,0,1,1,11.747752497829241,1.0986122886681098,10.394824499718256,0.0,3.713572066704308,3.5263605246161616
138,0,0.0,3,40.0,3,9.0,75516.0,No,247673.0,Yes,z_F,z_High School,z_Blue Collar,53,Commercial,13050.0,5,Sports Car,no,0.0,0,Yes,0,6.0,z_Highly Rural/ Rural,0,1,1,1,1,1,2.0,3,1,1,1,1,0,0,11.23211307545407,0.0,9.47654341275084,0.0,3.6888794541139363,3.970291913552122
139,0,0.0,0,52.0,0,16.0,76954.0,No,249290.0,z_No,M,Bachelors,Professional,44,Private,19540.0,6,Minivan,yes,0.0,0,Yes,0,11.0,Highly Urban/ Urban,0,0,0,1,0,2,4.0,1,1,1,0,0,1,1,11.250976114414055,0.0,9.880218925596774,0.0,3.9512437185814275,3.784189633918261
140,0,0.0,0,58.0,1,8.0,150352.0,No,421665.0,Yes,z_F,Masters,Manager,21,Private,24240.0,6,Pickup,no,0.0,0,No,0,17.0,Highly Urban/ Urban,0,1,0,0,0,3,7.0,2,1,1,1,0,1,1,11.920741141659576,0.0,10.09575944018325,0.0,4.060443010546419,3.044522437723423
142,1,8671.0,1,38.0,1,12.0,37580.0,No,173495.0,Yes,z_F,<High School,Clerical,36,Private,5260.0,7,z_SUV,no,867.0,2,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,0,3.0,0,1,0,1,1,0,0,10.534253882512301,0.0,8.567886305731756,1.0986122886681098,3.6375861597263857,3.58351893845611
143,1,6287.0,0,41.0,2,15.0,23344.0,No,147172.0,Yes,M,z_High School,z_Blue Collar,10,Private,7930.0,1,Pickup,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,1,2.0,2,1,0,1,0,0,0,10.058138107405037,0.6931471805599453,8.978408314628894,0.0,3.713572066704308,2.302585092994046
144,0,0.0,0,37.0,0,16.0,43290.0,No,158771.0,Yes,z_F,Bachelors,z_Blue Collar,29,Private,23640.0,1,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban,0,1,0,0,0,2,2.0,0,1,1,0,0,0,1,10.675700040192325,0.0,10.070695471520034,0.0,3.6109179126442243,3.367295829986474
145,0,0.0,0,48.0,0,10.0,48737.0,No,220264.0,Yes,M,Bachelors,Manager,24,Private,11220.0,9,Pickup,yes,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,2,1,0,0,0,1,1,10.794214292279008,0.6931471805599453,9.325453179076687,0.0,3.871201010907891,3.1780538303479458
146,0,0.0,0,47.0,0,12.0,64259.0,No,202031.0,Yes,M,z_High School,Clerical,26,Private,25100.0,18,Minivan,no,9526.0,4,No,3,9.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,1,1,1,0,0,0,0,11.07069263266985,1.3862943611198906,10.130623125119875,1.6094379124341003,3.8501476017100584,3.258096538021482
149,0,0.0,0,41.0,0,6.0,12541.0,No,0.0,z_No,M,<High School,Clerical,5,Private,7500.0,1,Minivan,yes,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,0,0,0,1,0,3.0,1,0,0,0,0,0,0,9.436838291102966,0.0,8.922658299524402,0.0,3.713572066704308,1.6094379124341003
150,0,0.0,0,47.0,0,12.0,104271.0,No,265153.0,Yes,M,Masters,Not Specified,40,Commercial,36120.0,4,Panel Truck,yes,0.0,0,No,0,11.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,5,1,1,0,0,1,1,11.554758148572162,0.0,10.494602007530922,0.0,3.8501476017100584,3.6888794541139363
152,0,0.0,0,44.0,1,11.150775045117681,67278.0,No,220556.0,Yes,z_F,Masters,Lawyer,49,Private,20210.0,1,Minivan,no,0.0,0,No,0,16.0,z_Highly Rural/ Rural,0,1,0,0,1,3,6.0,1,1,1,1,0,1,1,11.116603431278344,0.0,9.913932810397666,0.0,3.784189633918261,3.8918202981106265
153,0,0.0,0,46.0,0,10.0,104990.0,No,306540.0,z_No,z_F,Bachelors,Professional,40,Private,16080.0,13,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban,0,0,0,0,0,2,4.0,0,1,1,0,0,1,1,11.561629911180267,0.0,9.685331542732957,0.0,3.828641396489095,3.6888794541139363
154,0,0.0,0,49.0,0,6.0,89948.0,No,0.0,z_No,z_F,Bachelors,Professional,37,Private,18160.0,7,z_SUV,no,0.0,0,No,4,9.0,Highly Urban/ Urban,0,0,0,0,0,2,4.0,0,0,1,0,0,1,1,11.4069981220295,1.6094379124341003,9.806976652155285,0.0,3.8918202981106265,3.6109179126442243
155,0,0.0,0,33.0,1,12.0,111427.0,No,321483.0,Yes,z_F,Masters,Not Specified,35,Commercial,28180.0,1,Van,no,0.0,0,No,3,4.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,4,1,1,1,0,1,1,11.621133921392184,1.3862943611198906,10.246367785452671,0.0,3.4965075614664802,3.5553480614894135
158,1,1807.0,1,43.0,2,11.0,76159.0,Yes,0.0,z_No,z_F,Bachelors,Professional,52,Private,19750.0,4,z_SUV,no,0.0,0,Yes,0,9.268648088014208,Highly Urban/ Urban,1,0,0,1,0,2,4.0,0,0,1,1,1,1,1,11.240591669465246,0.0,9.890908770329268,0.0,3.7612001156935624,3.9512437185814275
159,0,0.0,0,62.0,0,6.0,107734.0,No,0.0,z_No,z_F,PhD,Lawyer,54,Private,18470.0,3,z_SUV,no,0.0,0,No,0,15.0,Highly Urban/ Urban,0,0,0,0,0,4,6.0,0,0,1,0,0,1,1,11.587429787138333,0.0,9.823903073193286,0.0,4.127134385045092,3.9889840465642745
160,1,10593.946633,0,42.0,0,0.0,0.0,No,0.0,z_No,M,<High School,Student,47,Commercial,5700.0,11,Pickup,yes,0.0,0,No,5,1.0,Highly Urban/ Urban,0,0,1,0,0,0,0.0,2,0,0,0,0,0,0,0.0,1.791759469228055,8.648221453822641,0.0,3.7376696182833684,3.8501476017100584
161,0,0.0,0,36.0,2,12.0,25282.0,Yes,0.0,z_No,z_F,z_High School,Clerical,38,Private,11160.0,1,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,1,0,0,0,1,1,3.0,0,0,0,1,0,0,0,10.137887512106037,0.0,9.320091235935301,0.0,3.58351893845611,3.6375861597263857
162,0,0.0,0,47.0,0,11.0,18549.0,No,116136.0,Yes,M,Masters,Lawyer,24,Private,12800.0,7,Minivan,no,0.0,0,No,0,14.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,1,0,0,1,1,9.82822506803558,0.0,9.457200449907708,0.0,3.8501476017100584,3.1780538303479458
163,0,0.0,0,50.0,0,14.0,57034.443409051695,No,147191.0,Yes,M,z_High School,Clerical,11,Commercial,17300.0,13,Van,yes,0.0,0,No,0,7.0,Highly Urban/ Urban,0,1,1,0,0,1,3.0,4,1,1,0,0,0,0,10.951428167764236,0.0,9.75846178048587,0.0,3.912023005428146,2.3978952727983707
164,0,0.0,0,51.0,0,9.0,50166.0,No,187297.0,z_No,M,z_High School,z_Blue Collar,32,Commercial,11620.0,1,Pickup,no,50701.0,3,Yes,0,1.0,Highly Urban/ Urban,0,0,1,1,0,1,2.0,2,1,0,0,0,0,0,10.823112718999155,0.0,9.360483030405902,1.3862943611198906,3.9318256327243257,3.4657359027997265
165,0,0.0,0,46.0,0,8.0,73872.0,No,245878.0,Yes,z_F,Masters,Lawyer,43,Private,20240.0,4,Sports Car,no,0.0,0,No,0,16.0,z_Highly Rural/ Rural,0,1,0,0,1,3,6.0,3,1,1,0,0,1,1,11.210102681583889,0.0,9.915416123401402,0.0,3.828641396489095,3.7612001156935624
166,0,0.0,0,50.0,0,14.0,73343.0,No,254600.0,Yes,z_F,z_High School,Manager,60,Private,20010.0,1,Minivan,no,4179.0,2,No,4,8.0,Highly Urban/ Urban,0,1,0,0,0,1,7.0,1,1,1,0,0,1,0,11.202915980634357,1.6094379124341003,9.903987427577778,1.0986122886681098,3.912023005428146,4.0943445622221
167,1,6158.0,0,43.0,2,15.0,49849.0,Yes,0.0,z_No,z_F,Masters,Lawyer,35,Private,13130.0,1,z_SUV,no,3622.0,3,No,4,20.0,Highly Urban/ Urban,1,0,0,0,0,3,6.0,0,0,1,1,0,1,1,10.816773775389985,1.6094379124341003,9.482654967296842,1.3862943611198906,3.7612001156935624,3.5553480614894135
168,1,4887.0,1,39.0,1,16.0,12054.0,No,0.0,Yes,z_F,<High School,Student,28,Commercial,15760.0,4,Pickup,no,1738.0,2,Yes,4,1.0,Highly Urban/ Urban,0,1,1,1,0,0,0.0,2,0,0,1,1,0,0,9.397234790615272,1.6094379124341003,9.66523036341187,1.0986122886681098,3.6635616461296463,3.332204510175204
169,0,0.0,0,43.0,3,14.0,48184.0,No,209188.0,Yes,z_F,z_High School,z_Blue Collar,50,Commercial,14530.0,12,Sports Car,no,6891.0,2,No,5,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,3,1,0,1,0,0,0,10.782803048285388,1.791759469228055,9.583970756564328,1.0986122886681098,3.7612001156935624,3.912023005428146
170,1,5147.0,0,60.0,3,18.0,78936.0,No,235670.0,Yes,z_F,Masters,Lawyer,40,Private,20350.0,6,z_SUV,no,0.0,0,No,0,15.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,1,0,1,1,11.276405344947687,0.0,9.920836190870741,0.0,4.0943445622221,3.6888794541139363
171,0,0.0,0,55.0,0,0.0,0.0,No,0.0,z_No,M,<High School,Student,33,Private,7000.0,4,Pickup,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,0,0,0,1,0,0.0,2,0,0,0,0,0,0,0.0,0.0,8.85366542803745,0.0,4.007333185232471,3.4965075614664802
172,0,0.0,0,40.0,0,10.0,78914.0,No,229055.0,z_No,z_F,Bachelors,Manager,36,Private,5500.0,10,z_SUV,no,6803.0,2,No,6,10.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,0,1,1,0,0,1,1,11.276126602833017,1.9459101490553132,8.612503371220562,1.0986122886681098,3.6888794541139363,3.58351893845611
173,0,0.0,0,39.0,0,6.0,77125.0,No,210840.0,Yes,z_F,Bachelors,Clerical,49,Private,9570.0,7,Sports Car,no,0.0,0,No,1,13.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,3,1,1,0,0,0,1,11.253195727087975,0.6931471805599453,9.166388484447,0.0,3.6635616461296463,3.8918202981106265
175,0,0.0,0,38.0,0,14.0,25835.0,No,109685.0,Yes,M,z_High School,Clerical,29,Private,8490.0,6,Pickup,yes,0.0,0,No,1,12.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,2,1,1,0,0,0,0,10.159524147152363,0.6931471805599453,9.046644279305394,0.0,3.6375861597263857,3.367295829986474
176,0,0.0,0,42.0,0,12.0,47660.0,No,180206.0,Yes,M,Masters,Professional,31,Private,11940.0,7,Pickup,yes,974.0,2,No,6,18.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,2,1,1,0,0,1,1,10.771868732388134,1.9459101490553132,9.387649386946594,1.0986122886681098,3.7376696182833684,3.4339872044851463
177,0,0.0,0,42.0,0,10.0,123143.0,No,306368.0,z_No,z_F,Masters,Manager,16,Private,24930.0,4,Minivan,no,0.0,0,No,3,14.0,Highly Urban/ Urban,0,0,0,0,0,3,7.0,1,1,1,0,0,1,1,11.72110968128991,1.3862943611198906,10.123827176517604,0.0,3.7376696182833684,2.772588722239781
178,0,0.0,0,49.0,0,8.0,22059.0,No,123924.0,Yes,z_F,<High School,Clerical,24,Commercial,21990.0,11,Pickup,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,1,0,0,0,3.0,2,1,0,0,0,0,0,10.001521292807494,0.6931471805599453,9.998343083548807,0.0,3.8918202981106265,3.1780538303479458
179,0,0.0,1,36.0,1,12.0,50750.0,Yes,0.0,z_No,z_F,Masters,Manager,26,Private,10170.0,7,z_SUV,no,5877.0,3,No,7,14.0,Highly Urban/ Urban,1,0,0,0,0,3,7.0,0,0,1,1,1,1,1,10.834686601143401,2.0794415416798357,9.227197489042606,1.3862943611198906,3.58351893845611,3.258096538021482
180,0,0.0,0,34.0,1,10.0,23571.0,Yes,0.0,z_No,M,z_High School,Clerical,35,Commercial,12180.0,7,Pickup,yes,0.0,0,No,0,7.0,Highly Urban/ Urban,1,0,1,0,0,1,3.0,2,0,1,1,0,0,0,10.067814845957804,0.0,9.407550541263888,0.0,3.5263605246161616,3.5553480614894135
181,0,0.0,0,49.0,0,0.0,0.0,No,79913.0,Yes,z_F,PhD,Home Maker,29,Private,18110.0,7,z_SUV,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,4,1.0,0,1,0,0,0,0,1,0.0,0.6931471805599453,9.804219550877459,0.0,3.8918202981106265,3.367295829986474
182,0,0.0,0,52.0,0,12.0,35631.0,No,155972.0,Yes,M,z_High School,Clerical,39,Private,6040.0,10,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,1,1,0,0,0,0,0,10.480999389497148,0.0,8.706159290928861,0.0,3.9512437185814275,3.6635616461296463
183,0,0.0,0,50.0,0,11.0,129234.0,No,0.0,z_No,M,PhD,Doctor,37,Private,21200.0,4,Van,yes,0.0,0,No,0,15.756947527255456,Highly Urban/ Urban,0,0,0,0,0,4,5.0,4,0,1,0,0,1,1,11.769387731477263,0.0,9.961756460660103,0.0,3.912023005428146,3.6109179126442243
184,0,0.0,0,53.0,0,12.0,18370.22449695898,No,0.0,z_No,z_F,<High School,Clerical,16,Private,11650.0,10,z_SUV,no,6175.0,1,No,2,7.0,Highly Urban/ Urban,0,0,0,0,0,0,3.0,0,0,1,0,0,0,0,9.818540833416025,1.0986122886681098,9.363061458993847,0.6931471805599453,3.970291913552122,2.772588722239781
185,0,0.0,0,55.0,0,14.0,55409.0,No,162237.0,Yes,M,Bachelors,z_Blue Collar,45,Commercial,27890.0,4,Panel Truck,no,0.0,0,No,0,14.0,z_Highly Rural/ Rural,0,1,1,0,1,2,2.0,5,1,1,0,0,0,1,10.922515361861395,0.0,10.236023480621535,0.0,4.007333185232471,3.8066624897703196
187,0,0.0,0,40.0,4,15.0,48067.0,Yes,186025.0,z_No,z_F,Bachelors,Clerical,21,Private,18120.0,8,Minivan,no,0.0,0,No,0,8.0,Highly Urban/ Urban,1,0,0,0,0,2,3.0,1,1,1,1,0,0,1,10.78037195403119,0.0,9.80477157959697,0.0,3.6888794541139363,3.044522437723423
188,0,0.0,0,45.0,2,12.0,64867.0,No,210631.0,Yes,z_F,Masters,Lawyer,21,Private,12490.0,1,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,1,0,1,1,11.080109714839265,0.0,9.432683603119623,0.0,3.8066624897703196,3.044522437723423
189,0,0.0,0,80.0,2,23.0,97716.0,No,389344.0,Yes,M,Bachelors,Professional,14,Private,15920.0,13,Minivan,yes,0.0,0,No,2,10.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,1,0,1,1,11.489830824941357,1.0986122886681098,9.675331459398373,0.0,4.382026634673881,2.6390573296152584
190,0,0.0,0,48.0,0,10.0,39613.0,No,159534.0,Yes,M,z_High School,z_Blue Collar,48,Commercial,8460.0,10,Pickup,yes,7437.0,2,No,6,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,2,1,0,0,0,0,0,10.58693787011721,1.9459101490553132,9.04310445260027,1.0986122886681098,3.871201010907891,3.871201010907891
191,0,0.0,0,37.0,0,11.0,18260.386812966382,No,0.0,z_No,M,z_High School,Student,69,Private,14130.0,1,Minivan,yes,0.0,0,No,1,5.355830062946227,z_Highly Rural/ Rural,0,0,0,0,1,1,0.0,1,0,1,0,0,0,0,9.812544099401212,0.6931471805599453,9.556055475678573,0.0,3.6109179126442243,4.23410650459726
192,0,0.0,0,40.0,0,11.0,49780.0,No,0.0,z_No,z_F,<High School,Clerical,52,Private,10500.0,6,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,0,0,0,1,0,3.0,3,0,0,0,0,0,0,10.815388664108726,0.0,9.259130536145614,0.0,3.6888794541139363,3.9512437185814275
194,0,0.0,0,45.0,0,11.0,60845.0,No,0.0,z_No,z_F,Bachelors,Manager,31,Private,24260.0,4,Minivan,no,0.0,0,No,0,18.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,1,0,1,0,0,1,1,11.016101360840052,0.0,10.096584182498042,0.0,3.8066624897703196,3.4339872044851463
196,1,6087.0,0,42.0,0,12.0,136344.0,No,0.0,z_No,z_F,PhD,Doctor,45,Private,13160.0,1,Sports Car,no,0.0,0,No,0,17.0,Highly Urban/ Urban,0,0,0,0,0,4,5.0,3,0,1,0,0,1,1,11.82294371726766,0.0,9.484937204879309,0.0,3.7376696182833684,3.8066624897703196
197,0,0.0,0,36.0,0,7.0,70313.0,No,211506.0,Yes,z_F,Bachelors,Professional,55,Private,14960.0,6,Minivan,no,7650.0,3,No,5,4.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,0,0,1,1,11.160726204486657,1.791759469228055,9.613135251528469,1.3862943611198906,3.58351893845611,4.007333185232471
